Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Market,Category,Sales,Quantity,Profit,Shipping Cost,Order Priority,Elapsed Time,Day,Date,Month,Year
IT-2011-1258830,2011-11-30,Standard Class,SC-20725,Steven Cartwright,Consumer,United Kingdom,EU,Furniture,40.68,1,-6.99,2.03,Medium,4,Wednesday,30,November,2011
UP-2011-3340,2011-11-30,Standard Class,MH-18025,Michelle Huthwaite,Consumer,Ukraine,EMEA,Office Supplies,28.02,2,10.32,1.71,Medium,4,Wednesday,30,November,2011
CA-2011-148425,2011-11-30,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,US,Office Supplies,6.64,9,-4.43,0.66,Medium,4,Wednesday,30,November,2011
IN-2012-44068,2012-11-30,Second Class,EJ-13720,Ed Jacobs,Consumer,Singapore,APAC,"Furniture, Office Supplies",2061.66,6,43.05,280.11,High,4,Friday,30,November,2012
CA-2012-141327,2012-11-30,First Class,LR-16915,Lena Radford,Consumer,United States,US,"Furniture, Office Supplies",440.14,12,30.79,133.84,Critical,3,Friday,30,November,2012
IN-2012-38391,2012-11-30,Second Class,RD-19900,Ruben Dartt,Consumer,Japan,APAC,"Furniture, Office Supplies",854.34,9,60.66,116.19,High,4,Friday,30,November,2012
IN-2012-52111,2012-11-30,Same Day,JH-16180,Justin Hirsh,Consumer,India,APAC,Technology,280.26,6,128.88,66.98,Critical,0,Friday,30,November,2012
IR-2012-4780,2012-11-30,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,Iran,EMEA,"Furniture, Office Supplies",515.19,3,174.69,62.0,Medium,5,Friday,30,November,2012
IN-2012-72026,2012-11-30,Standard Class,JK-15325,Jason Klamczynski,Corporate,China,APAC,Technology,563.76,4,16.8,54.25,Low,6,Friday,30,November,2012
CA-2012-137925,2012-11-30,Standard Class,JL-15235,Janet Lee,Consumer,United States,US,"Furniture, Office Supplies",705.07,19,53.47,29.39,Medium,4,Friday,30,November,2012
AG-2012-170,2012-11-30,Second Class,PF-19165,Philip Fox,Consumer,Algeria,Africa,"Office Supplies, Technology",198.21,2,42.0,27.54,Critical,3,Friday,30,November,2012
CA-2012-140830,2012-11-30,Second Class,PS-18970,Paul Stevenson,Home Office,United States,US,Office Supplies,89.36,4,40.57,25.32,Critical,2,Friday,30,November,2012
TZ-2012-5980,2012-11-30,Second Class,MO-17800,Meg O'Connel,Home Office,Tanzania,Africa,"Furniture, Office Supplies, Technology",716.17,12,39.4,52.15,Medium,5,Friday,30,November,2012
IN-2012-20149,2012-11-30,Standard Class,MS-17530,MaryBeth Skach,Consumer,Indonesia,APAC,"Office Supplies, Technology",776.44,5,152.89,20.87,Medium,6,Friday,30,November,2012
ES-2012-4269542,2012-11-30,Standard Class,NZ-18565,Nick Zandusky,Home Office,France,EU,"Furniture, Office Supplies",460.82,10,144.02,25.36,Medium,5,Friday,30,November,2012
CA-2012-156328,2012-11-30,Standard Class,RM-19375,Raymond Messe,Consumer,United States,US,Technology,177.48,3,19.97,14.92,Medium,5,Friday,30,November,2012
NI-2012-8570,2012-11-30,Standard Class,BS-11800,Bryan Spruell,Home Office,Nigeria,Africa,Furniture,207.14,4,-269.38,14.38,Medium,5,Friday,30,November,2012
CA-2012-122210,2012-11-30,Standard Class,WB-11850,William Brown,Consumer,United States,US,"Office Supplies, Technology",258.49,14,-108.95,20.67,Medium,4,Friday,30,November,2012
MX-2012-148320,2012-11-30,Same Day,KW-16570,Kelly Williams,Consumer,Martinique,LATAM,Office Supplies,150.82,12,32.78,27.53,High,0,Friday,30,November,2012
MX-2012-126704,2012-11-30,Standard Class,PL-18925,Paul Lucas,Home Office,Guatemala,LATAM,"Furniture, Office Supplies",249.98,11,71.48,13.25,Medium,4,Friday,30,November,2012
IN-2012-65894,2012-11-30,Standard Class,TS-21655,Trudy Schmidt,Consumer,India,APAC,Furniture,155.7,3,13.95,7.55,Medium,4,Friday,30,November,2012
CA-2012-107685,2012-11-30,Second Class,JM-15865,John Murray,Consumer,United States,US,"Furniture, Office Supplies",106.88,8,41.59,9.5,High,2,Friday,30,November,2012
MX-2012-100461,2012-11-30,Standard Class,MW-18220,Mitch Webber,Consumer,El Salvador,LATAM,Technology,148.8,3,35.7,6.88,Medium,7,Friday,30,November,2012
ID-2012-21563,2012-11-30,Second Class,MD-17860,Michael Dominguez,Corporate,Australia,APAC,Office Supplies,66.18,3,-5.91,4.08,Medium,2,Friday,30,November,2012
IN-2012-77045,2012-11-30,Standard Class,FC-14245,Frank Carlisle,Home Office,Australia,APAC,Office Supplies,89.26,6,20.59,4.83,Medium,6,Friday,30,November,2012
CA-2012-158323,2012-11-30,First Class,AB-10600,Ann Blume,Corporate,United States,US,Furniture,17.09,2,1.07,2.43,High,3,Friday,30,November,2012
US-2012-141453,2012-11-30,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,US,Office Supplies,3.88,3,-5.82,1.46,Critical,3,Friday,30,November,2012
IT-2012-29277912,2012-11-30,Standard Class,SC-20800,Stuart Calhoun,Consumer,United Kingdom,EU,Office Supplies,44.01,2,-4.89,1.16,Medium,5,Friday,30,November,2012
ES-2013-3787277,2013-11-30,First Class,SM-20005,Sally Matthias,Consumer,Netherlands,EU,Technology,628.44,4,-615.96,162.41,Critical,2,Saturday,30,November,2013
ES-2013-2062612,2013-11-30,Standard Class,CC-12685,Craig Carroll,Consumer,Austria,EMEA,Office Supplies,2347.53,20,651.63,148.01,Medium,4,Saturday,30,November,2013
IN-2013-34401,2013-11-30,Standard Class,SS-20410,Shahid Shariari,Consumer,Malaysia,APAC,Furniture,759.06,6,288.0,81.11,High,4,Saturday,30,November,2013
ID-2013-16110,2013-11-30,Second Class,TB-21250,Tim Brockman,Consumer,Indonesia,APAC,Office Supplies,327.81,8,29.07,82.42,Critical,2,Saturday,30,November,2013
IN-2013-74182,2013-11-30,Standard Class,ML-18265,Muhammed Lee,Consumer,Hong Kong,APAC,"Office Supplies, Technology",1057.95,18,202.23,59.89,Medium,5,Saturday,30,November,2013
ES-2013-5537153,2013-11-30,Second Class,JM-15265,Janet Molinari,Corporate,Spain,EU,Furniture,201.24,4,76.44,34.52,High,3,Saturday,30,November,2013
CA-2013-160241,2013-11-30,Second Class,DR-12940,Daniel Raglin,Home Office,United States,US,Furniture,242.18,4,-302.72,31.26,Medium,5,Saturday,30,November,2013
ES-2013-4034655,2013-11-30,Standard Class,CM-12445,Chuck Magee,Consumer,France,EU,"Furniture, Office Supplies, Technology",949.75,14,58.72,48.87,Medium,7,Saturday,30,November,2013
IZ-2013-580,2013-11-30,Standard Class,EK-13795,Eileen Kiefer,Home Office,Iraq,EMEA,Office Supplies,176.94,6,37.08,10.58,Medium,5,Saturday,30,November,2013
US-2013-131674,2013-11-30,Second Class,NC-18535,Nick Crebassa,Corporate,United States,US,Technology,58.42,2,16.79,9.31,High,2,Saturday,30,November,2013
ES-2013-5226305,2013-11-30,Standard Class,JH-15985,Joseph Holt,Consumer,France,EU,"Furniture, Office Supplies",196.46,9,33.22,14.01,Medium,5,Saturday,30,November,2013
IN-2013-79831,2013-11-30,Standard Class,CS-12175,Charles Sheldon,Corporate,China,APAC,Office Supplies,96.6,2,9.66,6.2,Medium,6,Saturday,30,November,2013
NI-2013-360,2013-11-30,Second Class,EN-13780,Edward Nazzal,Consumer,Nigeria,Africa,Office Supplies,29.86,2,-41.84,5.13,High,3,Saturday,30,November,2013
MX-2013-123456,2013-11-30,Second Class,RB-19795,Ross Baird,Home Office,Guatemala,LATAM,Office Supplies,8.6,2,1.72,1.52,High,3,Saturday,30,November,2013
UP-2013-3400,2013-11-30,Standard Class,NP-18325,Naresj Patel,Consumer,Ukraine,EMEA,Furniture,20.07,1,9.42,1.42,Medium,5,Saturday,30,November,2013
MX-2013-151988,2013-11-30,Second Class,PB-19150,Philip Brown,Consumer,Mexico,LATAM,Office Supplies,5.68,1,2.26,0.63,High,2,Saturday,30,November,2013
US-2013-152275,2013-11-30,Second Class,PB-19150,Philip Brown,Consumer,Brazil,LATAM,Office Supplies,2.27,1,-1.15,0.36,High,2,Saturday,30,November,2013
IN-2014-10020,2014-11-30,Standard Class,AH-10075,Adam Hart,Corporate,India,APAC,"Furniture, Office Supplies",869.61,14,236.4,77.87,Medium,4,Sunday,30,November,2014
US-2014-117282,2014-11-30,Second Class,RH-19495,Rick Hansen,Consumer,Haiti,LATAM,"Furniture, Office Supplies",283.72,9,-26.5,45.57,High,5,Sunday,30,November,2014
ZI-2014-6740,2014-11-30,Standard Class,BT-11305,Beth Thompson,Home Office,Zimbabwe,Africa,Office Supplies,244.17,14,-225.0,39.91,High,5,Sunday,30,November,2014
CA-2014-108035,2014-11-30,Standard Class,TT-21070,Ted Trevino,Consumer,United States,US,Furniture,491.89,7,67.84,32.9,Medium,4,Sunday,30,November,2014
MX-2014-128531,2014-11-30,Same Day,MC-17575,Matt Collins,Consumer,Dominican Republic,LATAM,Office Supplies,116.54,15,34.94,23.81,Medium,0,Sunday,30,November,2014
MX-2014-144925,2014-11-30,Second Class,SW-20275,Scott Williamson,Consumer,El Salvador,LATAM,Furniture,95.28,3,21.9,8.08,Medium,5,Sunday,30,November,2014
IN-2014-46420,2014-11-30,Standard Class,NP-18325,Naresj Patel,Consumer,China,APAC,Office Supplies,68.46,6,14.58,4.13,Medium,5,Sunday,30,November,2014
CA-2011-104738,2011-12-30,Second Class,SP-20620,Stefania Perrino,Corporate,United States,US,"Office Supplies, Technology",609.61,13,63.26,168.49,Critical,2,Friday,30,December,2011
IN-2011-12554,2011-12-30,Standard Class,YC-21895,Yoseph Carroll,Corporate,India,APAC,"Furniture, Office Supplies",1531.17,9,472.41,90.34,Medium,7,Friday,30,December,2011
IR-2011-4400,2011-12-30,Standard Class,PM-18940,Paul MacIntyre,Consumer,Iran,EMEA,Office Supplies,325.08,12,162.36,40.63,High,4,Friday,30,December,2011
US-2011-169789,2011-12-30,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,US,Office Supplies,551.98,5,-459.99,38.25,Medium,5,Friday,30,December,2011
IN-2011-78235,2011-12-30,Same Day,KD-16495,Keith Dawkins,Corporate,China,APAC,Office Supplies,195.84,4,7.8,32.09,High,0,Friday,30,December,2011
US-2011-115189,2011-12-30,Second Class,AR-10345,Alex Russell,Corporate,United States,US,"Furniture, Technology",775.72,9,-242.44,57.29,Medium,4,Friday,30,December,2011
ES-2011-3995423,2011-12-30,First Class,RD-19480,Rick Duston,Consumer,Italy,EU,"Office Supplies, Technology",521.73,11,228.9,76.69,Critical,3,Friday,30,December,2011
ES-2011-2466466,2011-12-30,Standard Class,PM-19135,Peter McVee,Home Office,United Kingdom,EU,Furniture,298.68,2,113.46,26.25,Medium,5,Friday,30,December,2011
EG-2011-3420,2011-12-30,Standard Class,BH-11710,Brosina Hoffman,Consumer,Egypt,Africa,Office Supplies,400.2,12,176.07,32.05,Medium,5,Friday,30,December,2011
PL-2011-5800,2011-12-30,First Class,JD-16015,Joy Daniels,Consumer,Poland,EMEA,"Office Supplies, Technology",775.5,12,178.41,37.55,High,3,Friday,30,December,2011
CA-2011-131800,2011-12-30,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,US,Office Supplies,158.39,10,43.59,14.55,Medium,5,Friday,30,December,2011
ES-2011-2417338,2011-12-30,Standard Class,SG-20470,Sheri Gordon,Consumer,Spain,EU,Technology,142.88,2,44.42,6.94,High,4,Friday,30,December,2011
IN-2011-34807,2011-12-30,Standard Class,PH-18790,Patricia Hirasaki,Home Office,Australia,APAC,Office Supplies,106.92,5,47.52,6.64,High,4,Friday,30,December,2011
ES-2011-2371090,2011-12-30,First Class,BC-11125,Becky Castell,Home Office,United Kingdom,EU,Office Supplies,42.36,4,11.76,6.39,Medium,2,Friday,30,December,2011
MX-2011-133319,2011-12-30,First Class,CA-12265,Christina Anderson,Consumer,El Salvador,LATAM,Office Supplies,81.4,11,0.0,4.56,Medium,3,Friday,30,December,2011
IN-2011-29998,2011-12-30,Standard Class,GT-14755,Guy Thornton,Consumer,India,APAC,Office Supplies,54.84,4,2.37,4.15,Medium,4,Friday,30,December,2011
CA-2011-166730,2011-12-30,First Class,DD-13570,Dorothy Dickinson,Consumer,United States,US,Office Supplies,39.13,1,-8.8,3.77,Medium,2,Friday,30,December,2011
AJ-2011-4230,2011-12-30,Standard Class,JH-15820,John Huston,Consumer,Azerbaijan,EMEA,Office Supplies,24.45,1,0.0,2.55,Medium,6,Friday,30,December,2011
CA-2011-138072,2011-12-30,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,US,Technology,27.97,2,6.99,2.51,High,4,Friday,30,December,2011
IN-2011-39861,2011-12-30,Standard Class,TC-11475,Tony Chapman,Home Office,Australia,APAC,Office Supplies,31.48,2,7.66,1.69,Medium,5,Friday,30,December,2011
CA-2011-130960,2011-12-30,Standard Class,KB-16600,Ken Brennan,Corporate,United States,US,Office Supplies,9.84,3,2.85,1.2,High,5,Friday,30,December,2011
CA-2012-135580,2012-12-30,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,US,"Office Supplies, Technology",3251.34,18,490.6,245.57,Medium,4,Sunday,30,December,2012
IN-2012-72600,2012-12-30,Standard Class,LH-16900,Lena Hernandez,Consumer,Australia,APAC,"Furniture, Office Supplies, Technology",1197.5,15,152.33,59.72,Medium,4,Sunday,30,December,2012
ES-2012-4997791,2012-12-30,Standard Class,DB-13060,Dave Brooks,Consumer,United Kingdom,EU,Office Supplies,203.25,16,60.75,27.45,High,4,Sunday,30,December,2012
CM-2012-6110,2012-12-30,Second Class,LT-16765,Larry Tron,Consumer,Cameroon,Africa,Office Supplies,171.0,6,17.1,11.06,Medium,5,Sunday,30,December,2012
LT-2013-3900,2013-12-30,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Lesotho,Africa,Technology,3799.08,12,455.76,369.73,Medium,5,Monday,30,December,2013
IN-2013-37222,2013-12-30,Second Class,Dl-13600,Dorris liebe,Corporate,Australia,APAC,"Office Supplies, Technology",904.61,10,260.63,110.34,High,2,Monday,30,December,2013
ID-2013-13072,2013-12-30,Standard Class,GT-14710,Greg Tran,Consumer,Australia,APAC,"Furniture, Office Supplies",2080.22,20,-118.9,96.34,Medium,4,Monday,30,December,2013
ES-2013-1679213,2013-12-30,Standard Class,BB-11545,Brenda Bowman,Corporate,Germany,EU,Technology,596.4,8,101.28,71.07,High,5,Monday,30,December,2013
US-2013-118346,2013-12-30,Standard Class,BT-11440,Bobby Trafton,Consumer,Panama,LATAM,"Furniture, Office Supplies",1578.17,13,-6.65,65.36,Medium,5,Monday,30,December,2013
CA-2013-156300,2013-12-30,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,US,Furniture,754.45,5,60.36,59.37,Medium,4,Monday,30,December,2013
IN-2013-41037,2013-12-30,Standard Class,SP-20545,Sibella Parks,Corporate,India,APAC,"Furniture, Office Supplies, Technology",1363.32,14,388.11,80.2,Medium,5,Monday,30,December,2013
IN-2013-42731,2013-12-30,Standard Class,DG-13300,Deirdre Greer,Corporate,China,APAC,Technology,603.3,5,205.05,42.93,High,4,Monday,30,December,2013
MX-2013-115994,2013-12-30,Standard Class,BM-11575,Brendan Murry,Corporate,Ecuador,LATAM,Furniture,689.95,6,62.39,42.1,Medium,4,Monday,30,December,2013
CA-2013-124051,2013-12-30,First Class,KA-16525,Kelly Andreada,Consumer,United States,US,Office Supplies,186.05,6,67.44,34.75,Medium,1,Monday,30,December,2013
ES-2013-4429605,2013-12-30,First Class,ED-13885,Emily Ducich,Home Office,Germany,EU,Office Supplies,146.48,7,17.74,22.35,High,2,Monday,30,December,2013
ES-2013-2061669,2013-12-30,First Class,AA-10375,Allen Armold,Consumer,Italy,EU,"Furniture, Office Supplies",309.98,16,-38.8,65.03,High,3,Monday,30,December,2013
BN-2013-2680,2013-12-30,Standard Class,BP-11095,Bart Pistole,Corporate,Benin,Africa,Office Supplies,363.72,4,24.78,23.69,High,4,Monday,30,December,2013
CA-2013-122014,2013-12-30,Standard Class,CD-11920,Carlos Daly,Consumer,United States,US,"Furniture, Office Supplies",152.52,8,46.94,13.62,High,4,Monday,30,December,2013
MZ-2013-7830,2013-12-30,Standard Class,NM-18445,Nathan Mautz,Home Office,Mozambique,Africa,Furniture,50.58,2,7.08,8.39,High,4,Monday,30,December,2013
EG-2013-4910,2013-12-30,Second Class,FH-14365,Fred Hopkins,Corporate,Egypt,Africa,Office Supplies,191.76,13,22.95,14.92,Medium,4,Monday,30,December,2013
WA-2013-1560,2013-12-30,Standard Class,BB-10990,Barry Blumstein,Corporate,Namibia,Africa,Technology,55.35,1,8.85,6.06,High,4,Monday,30,December,2013
US-2013-124100,2013-12-30,Second Class,GB-14575,Giulietta Baptist,Consumer,Panama,LATAM,Office Supplies,30.55,6,-8.97,5.37,Critical,2,Monday,30,December,2013
CA-2013-112578,2013-12-30,Standard Class,FO-14305,Frank Olsen,Consumer,United States,US,Office Supplies,41.99,3,11.34,4.67,High,4,Monday,30,December,2013
US-2013-135209,2013-12-30,Second Class,MH-17290,Marc Harrigan,Home Office,United States,US,Office Supplies,62.75,13,21.96,5.61,High,2,Monday,30,December,2013
CA-2013-157742,2013-12-30,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,US,Office Supplies,27.79,3,10.42,3.2,High,2,Monday,30,December,2013
IT-2013-2594219,2013-12-30,Standard Class,CM-12385,Christopher Martinez,Consumer,Germany,EU,Office Supplies,138.42,9,12.33,4.09,Medium,4,Monday,30,December,2013
MX-2013-166989,2013-12-30,Standard Class,SP-10860,Sung Pak,Corporate,Dominican Republic,LATAM,Office Supplies,24.77,3,5.21,2.23,Medium,5,Monday,30,December,2013
ML-2013-4870,2013-12-30,Standard Class,RK-19300,Ralph Kennedy,Consumer,Mali,Africa,Office Supplies,42.06,4,4.41,3.03,Medium,4,Monday,30,December,2013
CA-2013-139689,2013-12-30,Standard Class,MP-17965,Michael Paige,Corporate,United States,US,Office Supplies,40.9,7,-29.9,1.41,Medium,5,Monday,30,December,2013
US-2013-163258,2013-12-30,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,US,Office Supplies,11.23,3,3.93,1.11,Medium,4,Monday,30,December,2013
MX-2013-138835,2013-12-30,Standard Class,AG-10765,Anthony Garverick,Home Office,Brazil,LATAM,Office Supplies,29.32,2,10.52,0.72,Medium,7,Monday,30,December,2013
ID-2013-11630,2013-12-30,Standard Class,MC-17635,Matthew Clasen,Corporate,Australia,APAC,Office Supplies,10.24,1,-1.04,0.51,Medium,7,Monday,30,December,2013
TU-2013-6690,2013-12-30,Standard Class,TC-21295,Toby Carlisle,Consumer,Turkey,EMEA,Office Supplies,6.43,2,-2.93,0.3,Medium,5,Monday,30,December,2013
ES-2014-4675868,2014-12-30,First Class,HM-14860,Harry Marie,Corporate,Switzerland,EU,"Office Supplies, Technology",2387.76,19,978.66,367.35,Critical,3,Tuesday,30,December,2014
ML-2014-7360,2014-12-30,First Class,BO-11425,Bobby Odegard,Consumer,Mali,Africa,Furniture,1094.22,6,317.16,184.6,Medium,3,Tuesday,30,December,2014
MX-2014-167682,2014-12-30,Standard Class,JF-15565,Jill Fjeld,Consumer,Brazil,LATAM,"Furniture, Office Supplies",1875.42,11,772.4,159.96,High,4,Tuesday,30,December,2014
US-2014-158526,2014-12-30,Second Class,KH-16360,Katherine Hughes,Consumer,United States,US,"Furniture, Office Supplies",1814.68,14,494.86,179.43,Medium,3,Tuesday,30,December,2014
ID-2014-51509,2014-12-30,Second Class,NP-18325,Naresj Patel,Consumer,Australia,APAC,"Furniture, Office Supplies",475.03,12,-181.61,135.59,Critical,2,Tuesday,30,December,2014
IN-2014-49206,2014-12-30,Second Class,TR-21325,Toby Ritter,Consumer,Indonesia,APAC,Office Supplies,457.16,9,65.93,101.88,High,2,Tuesday,30,December,2014
ID-2014-52902,2014-12-30,First Class,JW-16075,Julia West,Consumer,Vietnam,APAC,"Furniture, Office Supplies, Technology",1253.94,31,-228.12,224.65,High,2,Tuesday,30,December,2014
ES-2014-57108262,2014-12-30,Second Class,MB-17305,Maria Bertelson,Consumer,France,EU,Furniture,370.93,1,98.89,56.89,High,3,Tuesday,30,December,2014
IN-2014-56591,2014-12-30,Standard Class,DK-12985,Darren Koutras,Consumer,Philippines,APAC,Furniture,484.03,6,29.71,54.96,Low,6,Tuesday,30,December,2014
ES-2014-53290482,2014-12-30,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,France,EU,"Furniture, Office Supplies",933.05,7,76.43,66.09,Medium,5,Tuesday,30,December,2014
ID-2014-69303,2014-12-30,Standard Class,GM-14680,Greg Matthias,Consumer,Philippines,APAC,"Furniture, Office Supplies, Technology",638.26,8,-108.74,73.53,High,4,Tuesday,30,December,2014
AJ-2014-9620,2014-12-30,Same Day,DJ-13420,Denny Joy,Corporate,Azerbaijan,EMEA,Office Supplies,157.8,4,9.36,27.41,High,0,Tuesday,30,December,2014
CA-2014-118885,2014-12-30,Standard Class,JG-15160,James Galang,Consumer,United States,US,"Furniture, Technology",695.95,7,-21.6,30.06,Medium,4,Tuesday,30,December,2014
EG-2014-4970,2014-12-30,Same Day,GM-14440,Gary McGarr,Consumer,Egypt,Africa,Office Supplies,134.04,3,46.08,29.51,High,0,Tuesday,30,December,2014
TU-2014-1230,2014-12-30,First Class,JL-15235,Janet Lee,Consumer,Turkey,EMEA,Technology,135.67,2,-135.71,23.74,High,2,Tuesday,30,December,2014
PL-2014-1210,2014-12-30,Standard Class,LA-16780,Laura Armstrong,Corporate,Poland,EMEA,Office Supplies,255.39,7,42.57,22.22,Medium,7,Tuesday,30,December,2014
MX-2014-151974,2014-12-30,Standard Class,KB-16600,Ken Brennan,Corporate,El Salvador,LATAM,Furniture,166.12,2,44.84,18.64,High,4,Tuesday,30,December,2014
CA-2014-158673,2014-12-30,Standard Class,KB-16600,Ken Brennan,Corporate,United States,US,Office Supplies,209.7,2,100.66,18.36,Medium,6,Tuesday,30,December,2014
ID-2014-40281,2014-12-30,Standard Class,RA-19945,Ryan Akin,Consumer,Thailand,APAC,"Furniture, Office Supplies",294.51,9,-108.45,20.12,Medium,5,Tuesday,30,December,2014
MX-2014-113292,2014-12-30,Standard Class,EB-13975,Erica Bern,Corporate,Mexico,LATAM,"Furniture, Office Supplies",255.5,10,25.3,18.4,Medium,4,Tuesday,30,December,2014
IN-2014-59762,2014-12-30,Standard Class,JK-15625,Jim Karlsson,Consumer,Australia,APAC,Office Supplies,154.95,3,58.47,14.51,Medium,5,Tuesday,30,December,2014
ES-2014-53297773,2014-12-30,First Class,CD-11980,Carol Darley,Consumer,United Kingdom,EU,Technology,288.54,2,17.28,14.22,High,3,Tuesday,30,December,2014
IT-2014-5517515,2014-12-30,First Class,JC-15775,John Castell,Consumer,Netherlands,EU,Office Supplies,67.74,2,-62.34,13.9,High,2,Tuesday,30,December,2014
MX-2014-124359,2014-12-30,Standard Class,JB-16000,Joy Bell-,Consumer,Cuba,LATAM,Office Supplies,173.52,9,29.34,13.47,Medium,4,Tuesday,30,December,2014
AG-2014-2110,2014-12-30,Second Class,TB-21250,Tim Brockman,Consumer,Algeria,Africa,Office Supplies,265.92,12,94.56,12.19,Medium,5,Tuesday,30,December,2014
CA-2014-146626,2014-12-30,Standard Class,BP-11185,Ben Peterman,Corporate,United States,US,Furniture,101.12,8,37.41,11.07,Low,7,Tuesday,30,December,2014
MX-2014-160626,2014-12-30,Standard Class,CS-12400,Christopher Schild,Home Office,Nicaragua,LATAM,Office Supplies,167.58,9,77.04,10.84,Medium,6,Tuesday,30,December,2014
ID-2014-63864,2014-12-30,Standard Class,RF-19735,Roland Fjeld,Consumer,Philippines,APAC,"Furniture, Office Supplies",301.08,5,7.47,12.44,Medium,4,Tuesday,30,December,2014
ES-2014-3776783,2014-12-30,Standard Class,TC-11475,Tony Chapman,Home Office,Germany,EU,Furniture,84.84,2,12.72,9.03,Medium,5,Tuesday,30,December,2014
ES-2014-37047042,2014-12-30,First Class,JK-15370,Jay Kimmel,Consumer,France,EU,Office Supplies,147.84,4,33.96,6.16,Medium,2,Tuesday,30,December,2014
ES-2014-1083419,2014-12-30,Standard Class,FH-14350,Fred Harton,Consumer,United Kingdom,EU,Office Supplies,39.42,2,2.34,6.02,High,4,Tuesday,30,December,2014
MX-2014-110324,2014-12-30,Second Class,GP-14740,Guy Phonely,Corporate,Mexico,LATAM,Office Supplies,161.3,5,6.4,4.88,Medium,2,Tuesday,30,December,2014
CA-2014-130631,2014-12-30,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,US,"Furniture, Office Supplies",88.06,7,30.14,5.5,Medium,4,Tuesday,30,December,2014
ES-2014-4134163,2014-12-30,Standard Class,ML-17755,Max Ludwig,Home Office,United Kingdom,EU,Furniture,68.31,1,26.64,4.39,Medium,5,Tuesday,30,December,2014
ES-2014-12715772,2014-12-30,Standard Class,PW-19240,Pierre Wener,Consumer,France,EU,Office Supplies,196.45,15,25.84,8.77,Medium,4,Tuesday,30,December,2014
ES-2014-4443552,2014-12-30,Standard Class,FH-14365,Fred Hopkins,Corporate,Italy,EU,Office Supplies,45.45,3,6.3,3.99,Medium,6,Tuesday,30,December,2014
MA-2014-3430,2014-12-30,Standard Class,IG-15085,Ivan Gibson,Consumer,Madagascar,Africa,Office Supplies,77.52,4,36.36,3.93,Medium,5,Tuesday,30,December,2014
CA-2014-1180,2014-12-30,First Class,GH-14665,Greg Hansen,Consumer,Canada,Canada,Office Supplies,20.16,2,9.24,2.99,Medium,2,Tuesday,30,December,2014
IN-2014-64760,2014-12-30,Standard Class,DK-13225,Dean Katz,Corporate,Australia,APAC,Office Supplies,27.94,3,6.16,2.48,Medium,5,Tuesday,30,December,2014
TU-2014-71302,2014-12-30,First Class,MG-18205,Mitch Gastineau,Corporate,Turkey,EMEA,Office Supplies,165.86,2,-141.04,2.26,High,1,Tuesday,30,December,2014
IZ-2014-2850,2014-12-30,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Iraq,EMEA,Technology,25.98,1,1.02,2.02,Medium,6,Tuesday,30,December,2014
US-2014-117422,2014-12-30,Standard Class,TT-21265,Tim Taslimi,Corporate,Dominican Republic,LATAM,Office Supplies,16.86,1,-1.06,1.97,High,4,Tuesday,30,December,2014
NI-2014-3370,2014-12-30,Standard Class,NF-18385,Natalie Fritzler,Consumer,Nigeria,Africa,Office Supplies,31.43,8,-66.1,2.46,Medium,5,Tuesday,30,December,2014
TU-2014-3480,2014-12-30,Standard Class,FM-14380,Fred McMath,Consumer,Turkey,EMEA,Office Supplies,18.53,1,-15.76,0.73,Medium,4,Tuesday,30,December,2014
US-2014-102638,2014-12-30,First Class,MC-17845,Michael Chen,Consumer,United States,US,Office Supplies,6.03,3,2.95,0.43,High,2,Tuesday,30,December,2014
IN-2011-81833,2011-01-31,Standard Class,TS-21610,Troy Staebel,Consumer,New Zealand,APAC,"Furniture, Office Supplies, Technology",4810.14,26,729.72,251.23,Medium,6,Monday,31,January,2011
IN-2011-32196,2011-01-31,Standard Class,LS-17200,Luke Schmidt,Corporate,Australia,APAC,"Furniture, Technology",1212.49,11,145.81,70.02,High,5,Monday,31,January,2011
CA-2011-134103,2011-01-31,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,US,Office Supplies,240.5,4,11.65,23.78,High,5,Monday,31,January,2011
MO-2011-4320,2011-01-31,Standard Class,BD-11770,Bryan Davis,Consumer,Morocco,Africa,"Furniture, Office Supplies",951.72,14,243.39,53.56,Medium,4,Monday,31,January,2011
MX-2011-100762,2011-01-31,First Class,CM-12160,Charles McCrossin,Consumer,Nicaragua,LATAM,Office Supplies,35.22,3,12.66,12.7,Critical,3,Monday,31,January,2011
